,x,y,school_name,number_vce_subjects,satisfactory_complete_vce_percent,median_study_score,study_score_over_40_percent,percentage_applying_to_victorian_uni
326,145.09069,-38.19817,peninsula grammar,38.0,100.0,31.0,11.6,82.0
327,144.89796,-37.75662,ave maria college,38.0,100.0,31.0,7.2,96.0
328,145.04337,-37.84227,bialik college,33.0,100.0,37.0,34.1,98.0
329,145.27291,-37.78296,luther college,62.0,100.0,32.0,11.8,80.0
330,144.81167,-37.8639,mount st joseph girls college,50.0,99.0,30.0,7.8,84.0
331,145.35889,-37.91064,mater christi college,42.0,100.0,31.0,8.3,82.0
332,145.29509,-37.89049,st josephs college,49.0,99.0,29.0,2.9,62.0
333,145.29509,-37.89049,st josephs college,43.0,100.0,32.0,6.4,68.0
334,145.29509,-37.89049,st josephs college,46.0,98.0,29.0,5.9,58.0
335,145.29509,-37.89049,st josephs college,67.0,99.0,30.0,5.2,53.0
336,145.13326,-37.87467,avila college,51.0,99.0,31.0,6.8,93.0
337,144.84239,-37.83162,emmanuel college,57.0,99.0,29.0,5.3,60.0
338,144.84239,-37.83162,emmanuel college,51.0,100.0,28.0,4.5,73.0
339,145.03141,-37.65518,st monicas college,53.0,100.0,28.0,4.2,74.0
340,144.96456,-37.7304,mercy college,29.0,98.0,29.0,2.5,96.0
341,145.13887,-38.13557,john paul college,44.0,98.0,29.0,5.1,56.0
342,145.16614,-37.9152,mazenod college,55.0,100.0,32.0,12.6,78.0
343,145.27803,-37.97092,maranatha christian school,36.0,100.0,31.0,8.0,66.0
344,145.19223,-37.70044,eltham college,43.0,100.0,32.0,12.6,95.0
345,145.19345,-37.77403,donvale christian college,54.0,100.0,31.0,6.8,85.0
346,144.57598,-37.36383,braemar college,41.0,99.0,31.0,8.6,92.0
347,144.76315,-37.7246,gilson college,36.0,100.0,27.0,2.3,81.0
348,144.76315,-37.7246,gilson college,15.0,100.0,26.0,4.2,100.0
349,145.37311,-38.052,st francis xavier college,76.0,97.0,28.0,2.8,71.0
350,142.21775,-36.70818,holy trinity lutheran college,19.0,100.0,29.0,3.0,46.0
351,145.2153,-37.88014,waverley christian college,47.0,100.0,33.0,11.4,93.0
352,145.2153,-37.88014,waverley christian college,41.0,100.0,32.0,7.5,90.0
353,145.0105,-37.85823,the king david school,45.0,100.0,36.0,26.5,92.0
354,144.7249,-37.85084,westbourne grammar school,38.0,100.0,33.0,13.6,96.0
355,145.05467,-37.69501,northside christian college,33.0,96.0,28.0,11.6,74.0
356,145.30513,-37.76357,oxley christian college,27.0,100.0,33.0,16.4,87.0
357,144.318,-38.09719,covenant college,40.0,96.0,28.0,1.1,62.0
358,146.86239,-36.12962,catholic college wodonga,45.0,99.0,28.0,3.4,61.0
359,145.08073,-37.7034,loyola college,64.0,100.0,30.0,2.6,83.0
360,145.27232,-38.48834,newhaven college,31.0,100.0,29.0,6.7,75.0
361,145.33887,-37.78785,billanook college,49.0,100.0,33.0,12.5,98.0
362,142.04149,-37.77083,good shepherd college,14.0,43.0,25.0,7.186514522821577,14.0
363,145.13879,-37.61346,plenty valley christian college,41.0,100.0,30.0,7.3,70.0
364,145.16302,-38.17863,bayside christian college,32.0,100.0,28.0,7.2,61.0
365,142.12879,-34.2016,trinity lutheran college,37.30808080808081,95.62891986062718,28.7569573283859,7.186514522821577,67.05434782608695
366,145.2192,-37.86547,the knox school,30.0,100.0,33.0,11.7,94.0
367,144.68133,-37.88132,heathdale christian college,47.0,100.0,31.0,8.4,92.0
368,145.3638,-38.08468,hillcrest christian college,37.0,99.0,30.0,3.7,74.0
369,145.46732,-38.0619,beaconhills college,34.0,100.0,29.0,5.9,89.0
370,145.46732,-38.0619,beaconhills college,38.0,100.0,29.0,1.7,79.0
371,145.08282,-37.89591,oakleigh grammar,30.0,100.0,30.0,4.6,85.0
372,143.91342,-35.73042,kerang christian college,14.0,100.0,28.0,1.9,90.0
373,145.24464,-37.87387,st andrews christian college,33.0,100.0,32.0,9.7,95.0
374,145.87712,-38.14284,chairo christian school,36.0,98.0,29.0,5.1,59.0
375,145.87712,-38.14284,chairo christian school,43.0,100.0,30.0,3.4,60.0
376,146.88735,-36.15717,grace christian college wodonga,10.0,100.0,28.7569573283859,7.186514522821577,50.0
377,144.56028,-37.70028,melton christian college,43.0,100.0,27.0,2.3,66.0
378,145.19546,-37.94023,nazareth college,50.0,98.0,28.0,3.8,77.0
379,142.50617,-38.36211,kings college,10.0,100.0,30.0,7.186514522821577,60.0
380,144.72202,-37.85265,altaqwa college,33.0,100.0,31.0,4.0,94.0
381,145.63116,-37.79444,little yarra steiner school,13.0,100.0,31.0,7.1,33.0
382,143.5568,-35.34192,st mary mackillop college,39.0,93.0,30.0,5.8,65.0
383,144.43159,-37.69027,bacchus marsh grammar,47.0,100.0,32.0,11.4,93.0
384,145.25687,-38.10841,st peters college,63.0,96.0,26.0,1.7,67.0
385,145.1435,-38.0012,lighthouse christian college,25.0,100.0,29.0,2.8,97.0
386,145.1435,-38.0012,lighthouse christian college,22.0,100.0,31.0,5.4,78.0
387,145.03617,-37.78043,alphington grammar school,26.0,100.0,33.0,16.6,92.0
388,145.14863,-37.93904,minaret college,18.0,98.0,26.0,1.3,91.0
389,145.14863,-37.93904,minaret college,21.0,100.0,25.0,2.9,88.0
390,146.84528,-36.11673,victory lutheran college,36.0,100.0,28.0,4.0,59.0
391,144.27088,-36.76197,girton grammar school,50.0,100.0,33.0,15.9,87.0
392,145.2929,-38.1103,casey grammar school,37.0,100.0,29.0,6.4,86.0
393,144.31346,-36.78263,victory christian college,34.0,100.0,28.0,2.7,68.0
394,144.93007,-37.66862,ilim college,21.0,100.0,29.0,7.5,95.0
395,144.91826,-37.68786,penola catholic college,57.0,100.0,27.0,2.3,76.0
396,144.6666,-37.85525,good news lutheran college,28.0,100.0,29.0,6.1,95.0
397,144.70602,-37.5191,red rock christian college,9.0,100.0,23.0,7.1,25.0
398,144.70206,-37.84768,thomas carr college,47.0,100.0,26.0,1.4,87.0
399,144.97169,-37.70518,darul ulum college of victoria,15.0,100.0,32.0,13.4,53.0
400,145.62369,-38.08322,st thomas aquinas college,12.0,100.0,27.0,1.9,58.0
401,145.03622,-37.73395,east preston islamic college,17.0,94.0,22.0,7.186514522821577,74.0
402,144.8907,-37.62771,aitken college,41.0,99.0,28.0,5.6,89.0
403,145.04517,-37.84322,alia college,19.0,100.0,24.0,7.186514522821577,69.0
404,145.17547,-38.01399,mt hira college,17.0,100.0,28.0,3.0,69.0
405,144.5424,-37.6863,oneschool global vic,13.0,100.0,32.0,9.9,67.05434782608695
406,144.33029,-38.06714,geelong baptist college,26.0,96.0,25.0,3.3,78.0
407,146.51425,-38.2009,lavalla catholic college,51.0,97.0,30.0,5.3,61.0
408,145.14477,-37.99555,haileybury girls college,58.0,100.0,36.0,28.6,97.0
409,144.94274,-37.74119,antonine college,24.0,98.0,26.0,2.9,87.0
410,144.98349,-37.87323,yesodei hatorah college,11.0,100.0,37.0,20.0,100.0
411,144.97227,-37.8103,holmes grammar school,9.0,100.0,29.0,5.7,54.0
412,145.09103,-37.64332,marymede catholic college,53.0,100.0,29.0,1.5,78.0
413,145.03269,-38.27325,balcombe grammar school,33.0,100.0,30.0,5.3,78.0
414,143.84381,-37.59292,ballarat christian college,16.0,100.0,29.0,7.186514522821577,58.0
415,144.90947,-37.61532,kolbe catholic college,49.0,92.0,25.0,1.3,83.0
416,144.93125,-37.56798,hume anglican grammar,34.0,99.0,30.0,8.4,91.0
417,144.33707,-38.23046,geelong lutheran college,43.0,100.0,28.0,5.5,56.0
418,145.03753,-37.62426,al siraat college,16.0,100.0,32.0,8.9,97.0
419,145.17465,-38.1926,woodleigh school,41.0,100.0,30.0,4.6,88.0
420,144.97709,-37.83359,melbourne grammar school,39.0,100.0,35.0,27.1,96.0
421,144.66038,-37.85424,islamic college of melbourne,24.0,100.0,31.0,8.2,97.0
422,144.7396,-37.71396,southern cross grammar,36.0,100.0,31.0,7.0,93.0
423,145.14876,-38.0492,cornish college,35.0,100.0,28.0,3.6,85.0
424,144.92926,-37.69777,glenroy private,9.0,85.0,22.0,7.186514522821577,85.0
425,145.03508,-37.9036,divrei emineh,4.0,100.0,28.7569573283859,7.186514522821577,67.05434782608695
426,144.22169,-36.73171,marist college bendigo,46.0,100.0,27.0,2.9,64.0
427,145.11136,-37.95784,heatherton christian college,25.0,100.0,30.0,6.6,68.0
428,144.53319,-37.4457,alice miller school,22.0,97.0,34.0,10.9,72.0
429,144.56548,-37.70712,al iman college,12.0,100.0,29.0,5.9,83.0
430,145.35199,-37.78489,edinburgh college,19.0,100.0,27.0,2.7,56.0
431,145.40034,-36.43612,st annes college,9.0,95.62891986062718,26.0,7.186514522821577,67.05434782608695
432,145.55883,-38.52856,village high school,37.30808080808081,95.62891986062718,28.7569573283859,7.186514522821577,67.05434782608695
433,144.35671,-38.21912,iona college geelong,3.0,95.62891986062718,28.7569573283859,7.186514522821577,67.05434782608695
434,144.96665,37.83731,youthindustry college,17.0,59.0,28.7569573283859,7.186514522821577,12.0
435,145.08148,-37.64875,plenty river college,6.0,100.0,28.7569573283859,7.186514522821577,67.05434782608695
